geoid,name,population_e,white_e,black_e,asian_e,amind_e,hawpi_e,latino_e,medhhincome_e,inpoverty_e
1754586,"Oakdale village, Illinois",190,170,0,0,0,0,18,63906,6
1763719,"Richview village, Illinois",289,261,4,0,0,0,0,41250,91
1255540,"Pebble Creek CDP, Florida",10249,4790,1389,1671,9,0,1999,95200,882
1273725,"Vamo CDP, Florida",4564,4194,10,69,0,0,269,55482,333
1257518,"Plantation Mobile Home Park CDP, Florida",1969,416,162,0,0,0,1264,35270,782
1275812,"Wellington village, Florida",64396,37837,6945,2598,68,0,15785,92586,4531
1271741,"Three Lakes CDP, Florida",15614,3717,1350,621,0,0,9602,67955,2074
1239725,"Layton city, Florida",159,124,0,0,0,0,6,51786,9
1220825,"Englewood CDP, Florida",15095,14030,7,459,39,0,350,47862,1574
1228050,"Gulf Gate Estates CDP, Florida",11118,9472,238,131,13,0,1116,50450,1261
1257450,"Plantation CDP, Florida",5026,4744,52,27,0,5,136,66344,125
1219400,"Eastpoint CDP, Florida",2336,2168,27,0,0,0,95,40285,614
1267887,"South Sarasota CDP, Florida",5283,4465,16,97,0,0,590,70341,581
1268100,"South Venice CDP, Florida",13907,12712,231,183,0,0,739,57092,1129
1273950,"Venice Gardens CDP, Florida",8171,7309,73,127,49,0,525,54250,588
1202400,"Atlantic Beach city, Florida",13575,11258,985,422,13,0,518,78059,653
1235050,"Jacksonville Beach city, Florida",23399,20489,273,360,60,0,1564,91037,1565
1217200,"Deltona city, Florida",90403,44325,9865,1432,48,25,33142,52616,11389
1248625,"New Smyrna Beach city, Florida",26457,23957,967,314,90,10,699,57043,2840
1248100,"Neptune Beach city, Florida",7101,6286,44,90,189,13,364,90037,650
1276700,"West Perrine CDP, Florida",9826,463,5040,89,0,0,3934,40453,2609
1206425,"Big Pine Key CDP, Florida",4896,3919,99,49,0,0,789,58259,525
1241150,"Longboat Key town, Florida",7283,6993,0,71,12,0,148,114762,225
1230975,"Hobe Sound CDP, Florida",14003,11474,1140,204,15,56,905,50030,1553
1235550,"Jensen Beach CDP, Florida",13479,11828,447,77,45,0,1024,54778,1199
1258727,"Port Salerno CDP, Florida",11486,7859,1055,127,86,0,2289,54098,1472
1224387,"Fort Pierce South CDP, Florida",4235,2094,200,93,41,0,1767,35455,648
1277275,"White City CDP, Florida",4464,3510,279,58,0,0,569,58016,712
1254450,"Palm Springs village, Florida",24843,5980,2545,443,39,0,15443,44162,3496
1262100,"Royal Palm Beach village, Florida",38962,16828,10192,1588,0,0,9566,82582,1361
1268487,"Stacey Street CDP, Florida",568,105,398,0,0,0,65,48532,217
1271525,"Tequesta village, Florida",6071,5244,20,96,0,0,500,78429,427
1219825,"Edgewater city, Florida",23324,20772,537,204,321,0,951,49878,2650
1263362,"Samsula-Spruce Creek CDP, Florida",5637,5219,1,21,0,0,348,88257,497
1224581,"Four Corners CDP, Florida",42346,21515,3648,839,342,0,14734,57207,5798
1262525,"St. Augustine Beach city, Florida",6933,6495,4,0,0,0,388,86056,656
1244175,"Memphis CDP, Florida",9647,3344,3627,19,82,0,2338,48393,1577
1267258,"South Bradenton CDP, Florida",25227,15788,2470,271,109,0,6046,36933,5372
1321632,"Danielsville city, Georgia",748,676,4,0,6,0,20,51319,35
1350008,"Martin town, Georgia",347,294,10,0,0,0,39,32969,81
1300660,"Adrian city, Georgia",650,457,171,0,0,0,10,23393,229
1357232,"Oak Park town, Georgia",647,546,19,0,0,0,82,32656,235
1328968,"Fayetteville city, Georgia",17586,7356,6980,1273,16,0,1048,73526,1218
1359724,"Peachtree City city, Georgia",35443,26835,2560,2230,25,106,2330,101121,1962
1335814,"Gumlog CDP, Georgia",2287,2074,130,0,0,0,30,56047,462
1378380,"Union Point city, Georgia",1841,656,1041,5,0,0,132,31453,522
1314920,"Centerville city, Georgia",7751,4508,2277,143,0,0,630,59435,896
1306016,"Baxley city, Georgia",4697,2271,1476,0,0,0,897,31486,1277
1383728,"Winterville city, Georgia",1202,792,300,0,0,0,48,75313,95
1326224,"Edge Hill city, Georgia",8,8,0,0,0,0,0,NA,1
1347896,"Lula city, Georgia",2985,2232,357,83,0,0,206,49667,414
1353060,"Moultrie city, Georgia",14069,4773,6356,238,73,5,2501,27129,4001
1355860,"Norman Park city, Georgia",941,530,327,0,0,0,84,44219,238
1332916,"Girard town, Georgia",202,138,63,0,0,0,1,23625,34
1315172,"Chamblee city, Georgia",29232,10536,4631,2270,124,0,10944,61797,5807
1240875,"Live Oak city, Florida",6890,3567,1798,6,0,0,1051,47859,882
1316544,"Clarkston city, Georgia",12750,1065,7565,3140,144,11,559,41070,3941
1346860,"Lithonia city, Georgia",2778,104,2400,51,0,0,166,32670,1082
1361040,"Pine Lake city, Georgia",749,539,169,9,0,0,32,52266,60
1850580,"Monrovia town, Indiana",1610,1521,10,5,0,0,51,77096,35
1849932,"Mishawaka city, Indiana",49245,39218,3721,1100,238,42,2845,43248,7517
1879694,"Walkerton town, Indiana",2174,2094,0,4,5,0,40,49318,147
1843434,"Liberty town, Indiana",1710,1597,3,20,0,0,39,45139,210
1832512,"Haubstadt town, Indiana",1504,1442,7,0,5,0,41,71477,71
1832728,"Hazleton town, Indiana",369,328,2,0,0,0,14,45278,37
1870542,"Somerville town, Indiana",343,343,0,0,0,0,0,54886,35
1802602,"Atlanta town, Indiana",954,894,4,5,0,0,44,60250,77
1810342,"Carmel city, Indiana",97464,78260,2635,10018,484,20,3580,112765,3426
1850058,"Modoc town, Indiana",190,159,14,0,0,0,0,38036,25
1848240,"Medora town, Indiana",618,606,0,0,7,0,0,39038,147
1837782,"Jasper city, Indiana",15827,14455,81,115,0,0,1115,57062,1598
1800748,"Akron town, Indiana",1206,803,0,0,5,0,393,55221,280
1842861,"Leo-Cedarville town, Indiana",3788,3624,0,0,0,0,164,77073,140
1829682,"Greensboro town, Indiana",142,141,0,0,1,0,0,58333,0
1850688,"Montgomery town, Indiana",814,806,0,0,0,0,8,67721,57
1832818,"Hebron town, Indiana",3692,3258,0,0,0,0,434,56544,393
1817722,"De Motte town, Indiana",4054,3779,0,0,0,0,156,54811,201
1834294,"Holland town, Indiana",673,658,0,6,0,0,9,56071,128
1831000,"Hammond city, Indiana",76547,28140,16842,864,134,5,29153,46406,16675
1818766,"Dublin town, Indiana",794,777,2,0,0,0,15,43068,108
1816804,"Danville town, Indiana",9923,8685,587,399,0,0,223,77806,690
1859598,"Pierceton town, Indiana",880,788,0,40,0,0,52,41667,146
1882934,"West Lebanon town, Indiana",664,648,11,0,0,0,5,56875,57
1812898,"Clarks Hill town, Indiana",763,723,0,0,0,0,9,36429,124
1827324,"Georgetown town, Indiana",3268,3047,0,43,11,0,74,87500,37
1839798,"Kingman town, Indiana",433,421,2,0,0,0,2,35833,70
1812376,"Chesterfield town, Indiana",2472,2267,4,15,8,0,151,44476,349
1875302,"Tennyson town, Indiana",248,248,0,0,0,0,0,31250,71
1839816,"Kingsbury town, Indiana",186,112,0,0,0,0,74,53438,64
1802872,"Avilla town, Indiana",2538,2461,0,3,0,0,24,56250,214
1829772,"Greentown town, Indiana",2187,2122,2,0,0,0,45,53500,209
1842678,"Leesburg town, Indiana",776,705,0,15,0,0,40,83021,52
1850148,"Monon town, Indiana",1833,877,10,0,0,0,929,41981,315
1845468,"Lynn town, Indiana",1149,1036,21,11,0,0,24,59205,109
1848474,"Merom town, Indiana",193,167,0,0,0,0,21,43750,44
1816138,"Crown Point city, Indiana",29850,24106,1668,646,20,11,2996,76927,1664
1808416,"Brownsburg town, Indiana",26046,22439,1463,737,10,0,1032,78877,904
1884014,"Whitestown town, Indiana",8312,6361,500,579,49,0,642,85000,414
1842282,"Larwill town, Indiana",305,272,1,0,0,0,25,55875,28
1834366,"Holton town, Indiana",500,480,0,0,0,0,13,51250,56
1864512,"Riley town, Indiana",321,317,0,0,0,0,0,46250,44
1807750,"Bristol town, Indiana",1518,1387,28,21,0,0,60,56964,196
1855350,"Norway CDP, Indiana",355,329,0,0,0,0,26,NA,9
1816858,"Darmstadt town, Indiana",1131,1117,2,5,0,0,7,87813,84
1801954,"Arcadia town, Indiana",1591,1563,15,6,0,0,0,50547,229
1822576,"Fairview Park town, Indiana",1321,1290,0,0,0,6,25,39250,162
1877912,"Universal town, Indiana",325,317,0,0,0,0,8,47500,43
1209725,"Callaway city, Florida",14958,9094,2535,643,85,0,1287,50383,2125
1244300,"Mexico Beach city, Florida",1386,1222,0,30,5,0,79,68100,92
1233250,"Immokalee CDP, Florida",26597,1334,5577,86,330,0,19188,30885,9846
1240037,"Lely Resort CDP, Florida",6295,4234,990,13,0,0,937,67232,457
1234275,"Istachatta CDP, Florida",163,133,0,0,0,0,30,NA,17
1243400,"Masaryktown CDP, Florida",1006,937,0,0,0,0,69,31250,418
1276658,"West Park city, Florida",15012,2273,7658,105,0,0,4725,46765,3276
1239850,"Lee town, Florida",407,299,24,0,0,5,79,37083,112
1206600,"Biscayne Park village, Florida",3124,1065,802,16,0,0,1225,87712,515
1214250,"Coral Gables city, Florida",50226,16831,1363,1165,15,0,30275,100843,3148
1748268,"Melvin village, Illinois",458,412,0,6,3,0,30,47188,139
1726896,"Forest Lake CDP, Illinois",1327,1200,0,49,0,0,65,125096,35
1715300,"Cobden village, Illinois",1054,687,0,0,0,0,350,41607,271
1710383,"Cairo city, Illinois",2120,607,1417,0,31,0,17,26439,694
1728430,"Galva city, Illinois",2541,2392,6,10,0,0,101,43387,396
1701114,"Alton city, Illinois",26640,18303,6624,102,25,0,433,40211,6943
1731121,"Grayslake village, Illinois",20720,15255,579,1449,13,56,2573,97265,1735
1734722,"Highland Park city, Illinois",29628,25452,242,850,18,0,2337,150269,1332
1737218,"Indian Creek village, Illinois",627,398,28,114,0,0,75,147500,58
1739883,"Kildeer village, Illinois",4024,3219,11,555,0,0,112,211063,159
1722697,"Edwardsville city, Illinois",25171,20348,2813,646,86,0,691,77411,2893
1755639,"Old Mill Creek village, Illinois",194,175,0,0,0,0,19,97870,2
1775965,"Tremont village, Illinois",2082,2014,0,7,24,0,9,66744,56
1751154,"Mount Sterling city, Illinois",2189,1986,14,0,0,0,189,55583,341
1719642,"Des Plaines city, Illinois",58673,37051,1181,7731,79,83,11258,69760,4888
1726987,"Forest View village, Illinois",943,467,0,13,0,0,450,76250,24
1733695,"Hazel Crest village, Illinois",13549,1057,11746,22,55,0,559,54347,2063
1777720,"Versailles village, Illinois",513,441,0,0,2,0,65,50446,45
1764707,"Robinson city, Illinois",7614,5692,1164,8,7,0,536,44292,722
1745811,"McLean village, Illinois",771,761,0,2,1,0,3,64722,120
1767912,"Saybrook village, Illinois",660,625,0,0,0,0,35,58594,34
1738115,"Jacksonville city, Illinois",18859,15322,2184,93,65,2,747,43976,2574
1704013,"Bartlett village, Illinois",41120,27464,812,6556,50,7,5241,108592,1599
1723074,"Elgin city, Illinois",112653,46087,6382,6438,41,0,51485,69041,12518
1743094,"Lexington city, Illinois",1894,1841,12,0,0,0,22,63221,119
1780060,"West Chicago city, Illinois",27180,9869,510,2189,0,0,14374,78116,2868
1737803,"Irwin village, Illinois",44,44,0,0,0,0,0,64375,5
1706613,"Bloomington city, Illinois",78015,56929,7943,6199,187,17,4785,67507,9545
1702609,"Assumption city, Illinois",1106,1041,5,0,0,0,21,45417,148
1715001,"Clinton city, Illinois",7062,6570,82,4,0,0,315,46923,948
1745278,"Lyndon village, Illinois",656,612,0,1,0,0,43,41823,84
1763069,"Redmon village, Illinois",129,117,0,9,0,0,3,50179,14
1738349,"Jeisyville village, Illinois",67,65,0,0,0,0,0,58750,0
1757472,"Pana city, Illinois",5447,5334,48,28,0,0,19,50028,943
1702557,"Ashmore village, Illinois",782,772,4,0,0,0,0,49583,153
1707263,"Bonnie village, Illinois",384,356,2,0,1,0,7,52250,42
1751726,"Nason city, Illinois",231,229,0,0,0,0,1,45114,59
1730835,"Grandview village, Illinois",1685,1361,196,0,0,0,51,45565,410
1764486,"Riverton village, Illinois",3474,3422,27,0,15,0,0,39750,743
1771474,"Spaulding village, Illinois",863,838,3,3,2,0,12,101458,27
1781854,"Williamsville village, Illinois",1522,1478,0,2,0,0,26,84922,82
1752155,"New Bedford village, Illinois",63,62,0,0,0,0,1,49375,14
1755379,"Ohio village, Illinois",529,518,8,0,0,0,3,50536,102
1727624,"Frankfort village, Illinois",18999,15541,1540,658,0,0,1015,139145,555
1744225,"Lockport city, Illinois",25307,21667,550,356,0,0,2332,90475,1465
1759052,"Peotone village, Illinois",4331,3940,14,6,0,0,211,83651,204
1743133,"Liberty village, Illinois",489,479,10,0,0,0,0,60625,5
1743445,"Lima village, Illinois",109,104,0,2,0,0,3,54500,2
1735814,"Homer village, Illinois",1265,1243,0,0,18,0,4,56298,90
1741346,"Lake of the Woods CDP, Illinois",2404,2351,0,0,0,0,19,58034,372
1745174,"Ludlow village, Illinois",354,308,16,8,0,0,18,49643,88
1723256,"Elk Grove Village village, Illinois",32942,24567,533,3161,14,0,4046,81895,1174
1729730,"Glendale Heights village, Illinois",34079,11420,2770,7337,24,42,10847,68495,2901
1727858,"Freeman Spur village, Illinois",303,297,6,0,0,0,0,45469,105
1736815,"Hurst city, Illinois",744,677,7,2,0,0,5,38438,125
0829185,"Garden City town, Colorado",214,65,1,0,6,0,139,35625,58
2717126,"Dundas city, Minnesota",1579,1442,17,38,2,0,50,91481,34
2760844,"Sleepy Eye city, Minnesota",3401,2991,14,0,0,0,389,52328,347
2770402,"Williams city, Minnesota",102,98,0,0,0,0,0,45000,15
2745052,"Naytahwaush CDP, Minnesota",463,16,0,0,394,0,41,28625,216
2738564,"Luverne city, Minnesota",4564,4175,26,69,28,0,231,56552,552
2762662,"Steen city, Minnesota",193,192,0,0,0,0,0,49722,24
2769844,"Wheaton city, Minnesota",1500,1369,15,0,16,0,77,44944,168
2752144,"Porter city, Minnesota",181,170,0,0,0,0,11,45833,17
2739986,"Mantorville city, Minnesota",1015,935,16,0,30,0,29,80000,59
2708110,"Browerville city, Minnesota",901,770,21,22,7,0,39,50978,138
2748796,"Osakis city, Minnesota",1745,1693,0,0,0,0,27,45250,198
2762446,"Staples city, Minnesota",3093,2807,18,0,48,0,179,45152,529
2704762,"Belgrade city, Minnesota",1048,915,0,13,0,0,119,46397,183
2711800,"Clearwater city, Minnesota",1859,1718,18,24,9,0,90,67063,140
2712484,"Cold Spring city, Minnesota",4189,3921,0,0,0,0,268,61548,354
2729582,"Holdingford city, Minnesota",660,655,0,3,0,0,2,58958,45
2756698,"St. Anthony city (Stearns County), Minnesota",89,89,0,0,0,0,0,58750,8
2758072,"St. Rosa city, Minnesota",44,44,0,0,0,0,0,58750,2
2712412,"Cohasset city, Minnesota",2729,2449,24,20,59,0,67,64375,251
2715310,"Deer River city, Minnesota",951,671,5,0,263,0,4,33214,107
2768080,"Warba city, Minnesota",184,176,0,0,5,0,0,40250,8
2772184,"Zemple city, Minnesota",114,95,4,0,15,0,0,41875,15
2733920,"Lafayette city, Minnesota",565,542,0,0,0,0,0,73750,23
2739878,"Mankato city, Minnesota",42093,35368,2350,1330,136,10,1922,47924,9732
2709802,"Canton city, Minnesota",387,348,39,0,0,0,0,51500,73
2716264,"Dover city, Minnesota",763,715,4,0,0,0,40,75568,20
2700838,"Alden city, Minnesota",658,598,0,0,0,0,53,58750,33
2712952,"Conger city, Minnesota",140,140,0,0,0,0,0,56250,14
2744890,"Myrtle city, Minnesota",69,69,0,0,0,0,0,27917,36
2752522,"Princeton city, Minnesota",4709,4405,17,0,13,0,122,36201,785
2727278,"Harris city, Minnesota",1065,989,21,24,10,0,12,75357,46
2737304,"Lindstrom city, Minnesota",4614,4197,0,166,0,0,157,83750,340
2711008,"Chatfield city, Minnesota",2990,2875,38,13,0,0,12,74135,103
2706580,"Blooming Prairie city, Minnesota",1916,1742,5,0,0,0,161,55357,288
2741426,"Medford city, Minnesota",1404,1101,0,8,0,0,287,72679,90
2722202,"Foxhome city, Minnesota",106,106,0,0,0,0,0,70833,19
2736800,"Lewiston city, Minnesota",1802,1613,24,8,0,0,84,66016,192
2751316,"Pine Springs city, Minnesota",444,417,7,3,0,0,15,138000,10
2757292,"St. Marys Point city, Minnesota",321,312,0,7,0,0,0,75781,12
2769970,"White Bear Lake city, Minnesota",25673,22266,664,700,44,0,1416,71709,1453
2725604,"Greenbush city, Minnesota",782,671,72,0,9,9,0,49583,111
2719340,"Emmons city, Minnesota",356,353,0,0,0,0,3,51250,28
2727944,"Hayward city, Minnesota",218,216,0,0,0,0,2,41771,10
2711836,"Clements city, Minnesota",177,144,0,0,6,0,24,56250,12
2735414,"Landfall city, Minnesota",854,358,38,12,3,0,432,33600,278
2766424,"Utica city, Minnesota",276,249,0,0,0,0,0,71250,8
2715616,"Dellwood city, Minnesota",1298,1211,46,13,0,0,26,193000,7
2727530,"Hastings city, Minnesota",22738,20599,322,103,191,33,892,71264,1521
2739428,"Mahtomedi city, Minnesota",8164,7404,383,122,22,0,130,105958,598
2703106,"Babbitt city, Minnesota",1419,1345,2,8,16,0,6,45458,161
2765272,"Tower city, Minnesota",470,396,24,1,6,0,9,38750,83
2749138,"Otsego city, Minnesota",16763,15217,322,339,50,0,258,105290,303
2704348,"Beaulieu CDP, Minnesota",33,17,0,0,2,0,0,38125,1
2721104,"Finland CDP, Minnesota",179,163,0,0,0,0,5,41458,61
2722904,"Frontenac CDP, Minnesota",227,192,0,0,11,0,8,59167,18
2723084,"Garden City CDP, Minnesota",317,305,0,0,7,0,5,48611,41
2730014,"Homer CDP, Minnesota",193,189,0,0,0,0,0,60750,5
2803980,"Bay St. Louis city, Mississippi",13018,9609,2060,101,58,0,849,39721,2845
2878200,"Waveland city, Mississippi",6336,5127,841,40,13,0,167,43860,933
2878480,"Webb town, Mississippi",434,49,371,14,0,0,0,19276,196
2805100,"Belmont town, Mississippi",2290,2213,0,0,5,0,54,38636,450
2827940,"Golden town, Mississippi",186,166,0,0,0,0,18,33750,16
2854640,"Osyka town, Mississippi",480,218,231,0,0,0,14,22500,181
2673730,"Shorewood-Tower Hills-Harbert CDP, Michigan",1455,1444,0,0,0,0,11,71908,74
2633260,"Grand Beach village, Michigan",314,303,0,0,0,0,0,123125,18
2653500,"Michiana village, Michigan",200,184,0,10,0,0,6,87500,7
2673660,"Shoreham village, Michigan",846,653,40,39,2,2,41,83571,22
2609820,"Boyne City city, Michigan",3729,3537,6,37,39,14,21,52604,245
2640960,"Iron Mountain city, Michigan",7369,7088,92,49,8,0,102,49364,875
2666720,"Quinnesec CDP, Michigan",1177,1163,0,0,0,0,14,80323,62
2643220,"Kinde village, Michigan",500,470,0,6,0,0,0,35341,182
2664060,"Pigeon village, Michigan",1259,1150,32,0,4,0,48,41397,169
2615140,"Chesaning village, Michigan",2339,2048,18,0,0,0,252,44009,401
2608300,"Big Rapids city, Michigan",10355,8741,734,164,105,0,443,26227,3082
2660580,"Olivet city, Michigan",1643,1407,151,4,0,0,45,40662,225
2684800,"Waverly CDP, Michigan",24201,16073,3546,1630,174,0,2094,63362,2055
2655820,"Mount Clemens city, Michigan",16315,11160,4008,19,59,0,404,43018,2986
2633420,"Grand Ledge city, Michigan",7842,7246,45,35,0,28,330,59738,793
2669800,"Roseville city, Michigan",47400,34377,9531,745,193,12,1147,47648,7411
2719700,"Erskine city, Minnesota",478,418,0,0,8,0,38,36875,53
2770870,"Winger city, Minnesota",192,187,0,0,4,0,0,36042,31
2758738,"Savage city, Minnesota",31254,24146,2397,2662,23,0,1305,119291,1850
2734784,"Lake Park city, Minnesota",732,650,0,6,32,0,43,44883,113
2771338,"Wolf Lake city, Minnesota",31,31,0,0,0,0,0,61875,1
2717486,"East Bethel city, Minnesota",11870,11171,55,167,108,0,154,93375,421
2726738,"Ham Lake city, Minnesota",16434,14836,154,859,55,0,120,103655,476
2737322,"Lino Lakes city, Minnesota",21404,19263,427,608,112,0,393,115368,408
2747212,"Northrop city, Minnesota",179,176,0,0,0,0,3,46875,11
2765470,"Trimont city, Minnesota",779,745,2,0,0,0,10,54338,76
2765668,"Truman city, Minnesota",1068,1055,0,0,0,0,0,51083,85
2770366,"Willernie city, Minnesota",368,338,0,0,0,0,27,49609,17
2706058,"Birchwood Village city, Minnesota",957,911,29,12,0,0,2,108542,31
2730392,"Hugo city, Minnesota",14767,13635,153,348,0,0,435,89969,381
2740562,"Marine on St. Croix city, Minnesota",733,642,0,4,50,0,10,96250,85
2723444,"Genola city, Minnesota",71,71,0,0,0,0,0,31250,29
2729150,"Hillman city, Minnesota",35,32,0,0,3,0,0,NA,5
2733236,"Kinbrae city, Minnesota",8,8,0,0,0,0,0,NA,4
2756086,"Round Lake city, Minnesota",380,354,0,3,6,0,8,45682,57
2771734,"Worthington city, Minnesota",13105,5016,834,1386,52,0,5553,48854,2235
2712664,"Cologne city, Minnesota",1981,1641,178,17,0,0,70,90042,30
2767432,"Waconia city, Minnesota",12131,11523,80,74,0,0,348,99602,292
2729510,"Hokah city, Minnesota",649,570,55,0,0,0,11,53438,47
2724524,"Goodview city, Minnesota",4124,3542,7,79,59,0,226,60956,363
2766982,"Vesta city, Minnesota",288,285,0,0,0,0,3,47083,9
2748598,"Oronoco city, Minnesota",1577,1489,0,51,0,0,29,121250,14
2754880,"Rochester city, Minnesota",115557,86655,9144,8355,366,128,6847,73106,11445
2743144,"Minnesota City city, Minnesota",166,133,0,0,0,0,30,64750,1
2720618,"Farmington city, Minnesota",22869,20116,366,375,313,0,841,95331,508
2743720,"Montevideo city, Minnesota",5108,4247,80,101,45,0,563,46781,540
2753998,"Rice city, Minnesota",1633,1538,24,0,2,0,15,75598,86
2701900,"Apple Valley city, Minnesota",52889,39838,4566,3164,81,0,3384,89251,2821
2726864,"Hampton city, Minnesota",689,654,0,10,0,0,11,81563,53
2728484,"Hendrum city, Minnesota",311,300,0,0,0,0,9,43068,81
2729618,"Holland city, Minnesota",151,122,0,5,7,0,13,38750,14
0528810,"Greers Ferry city, Arkansas",940,902,2,0,0,0,7,45598,176
0527310,"Glenwood city, Arkansas",1995,1543,53,1,0,0,392,29769,368
0574840,"Wheatley city, Arkansas",371,344,15,0,0,0,12,32250,68
0556270,"Pleasant Plains town, Arkansas",287,269,0,2,0,0,16,39821,34
0513990,"Clarendon city, Arkansas",1487,862,558,0,21,0,13,23365,418
0506730,"Black Springs town, Arkansas",87,80,0,0,0,0,2,26750,30
0547690,"Mount Ida city, Arkansas",1101,1050,10,0,16,0,12,39091,172
0523680,"Fifty-Six city, Arkansas",118,103,0,0,0,0,6,26364,7
0504090,"Bauxite town, Arkansas",713,633,53,0,9,0,8,43421,84
0505290,"Benton city, Arkansas",35679,29614,3086,633,273,60,1389,59029,3253
0520470,"East End CDP, Arkansas",6384,5977,180,67,0,9,53,61674,372
0550240,"North Crossett CDP, Arkansas",2802,2281,419,26,37,0,0,53516,496
0559480,"Rison city, Arkansas",1317,807,499,0,0,0,0,35000,448
0542770,"McGehee city, Arkansas",3796,1893,1587,0,0,0,222,27936,1286
0510480,"Cale town, Arkansas",86,86,0,0,0,0,0,29250,7
0505980,"Big Flat town, Arkansas",23,23,0,0,0,0,0,NA,7
0526800,"Gilbert town, Arkansas",3,3,0,0,0,0,0,NA,0
0539520,"Letona town, Arkansas",266,252,0,0,0,0,0,28750,84
0501360,"Amity city, Arkansas",706,624,0,0,0,0,70,26528,200
0524760,"Fourche town, Arkansas",29,29,0,0,0,0,0,NA,17
0530940,"Hazen city, Arkansas",1370,962,341,0,14,0,53,35799,325
0504600,"Beebe city, Arkansas",8078,7459,430,0,0,0,164,44939,1005
0536040,"Judsonia city, Arkansas",2016,1709,70,0,0,0,213,33281,588
0501870,"Arkadelphia city, Arkansas",10670,6358,3440,152,24,7,543,33133,2370
0505920,"Bigelow town, Arkansas",413,385,28,0,0,0,0,93750,40
0530400,"Harrisburg city, Arkansas",2776,2455,49,0,6,0,51,39677,540
0517320,"Danville city, Arkansas",2212,1084,78,57,12,0,957,47292,523
0557260,"Prescott city, Arkansas",3035,1623,1347,0,0,0,0,37540,647
0554650,"Perry town, Arkansas",307,271,1,0,0,0,31,43542,64
0530790,"Havana city, Arkansas",514,218,12,4,0,0,275,38954,75
0531390,"Hensley CDP, Arkansas",56,0,56,0,0,0,0,NA,17
0535170,"Jerome town, Arkansas",43,41,0,0,0,0,2,NA,7
0537240,"Knobel city, Arkansas",184,183,0,0,0,0,1,31016,34
0537300,"Knoxville town, Arkansas",833,735,0,5,0,0,75,40917,182
0537780,"Lake City city, Arkansas",2465,2363,4,6,0,0,49,47222,443
0542170,"Luxora city, Arkansas",991,395,500,0,0,0,63,22961,281
0542410,"McCaskill town, Arkansas",99,40,32,0,2,0,25,53214,26
0556600,"Pollard city, Arkansas",178,178,0,0,0,0,0,37679,27
0556990,"Pottsville city, Arkansas",3183,2922,10,7,0,0,164,47546,316
0559180,"Reyno city, Arkansas",406,403,0,3,0,0,0,33056,71
0560020,"Rockport city, Arkansas",894,879,0,0,0,0,0,50625,170
0572230,"Wabbaseka town, Arkansas",238,45,188,0,0,0,5,25500,83
0576820,"Wooster town, Arkansas",1188,1059,15,10,0,0,22,78214,174
0543670,"Mammoth Spring city, Arkansas",1015,974,0,0,20,0,0,35556,215
0504420,"Bearden city, Arkansas",924,599,271,0,0,0,54,24400,255
0513750,"Chidester city, Arkansas",283,77,204,2,0,0,0,41250,59
0655506,"Panorama Heights CDP, California",49,49,0,0,0,0,0,25833,7
0655528,"Paradise CDP, California",172,102,0,0,21,0,34,93000,10
0655604,"Paradise Park CDP, California",550,474,0,0,19,0,11,81420,0
0655728,"Parklawn CDP, California",1040,57,0,0,5,0,978,NA,311
0655800,"Parkway CDP, California",15818,2608,2574,2648,73,296,6590,44097,4069
0656028,"Pasatiempo CDP, California",1206,991,43,46,0,0,11,NA,32
0656042,"Paskenta CDP, California",102,77,5,0,0,0,20,43000,7
0656120,"Patterson Tract CDP, California",2085,266,0,0,0,0,1801,48648,725
0656140,"Patton Village CDP, California",630,460,78,0,56,0,24,48996,78
0656196,"Paynes Creek CDP, California",78,67,0,0,0,0,0,NA,0
0656476,"Penngrove CDP, California",2808,1819,0,132,0,0,779,92843,151
0220970,"Edna Bay city, Alaska",35,35,0,0,0,0,0,NA,33
0231765,"Harding-Birch Lakes CDP, Alaska",154,141,0,0,0,7,6,62625,16
0233910,"Hughes city, Alaska",72,0,0,8,64,0,0,28750,22
0234350,"Huslia city, Alaska",369,17,0,0,308,0,26,39722,104
0246010,"McGrath city, Alaska",304,102,1,0,118,0,14,50278,60
0203440,"Angoon city, Alaska",506,89,57,16,251,0,62,33750,104
0222140,"Elfin Cove CDP, Alaska",4,4,0,0,0,0,0,NA,0
0232550,"Hobart Bay CDP, Alaska",0,0,0,0,0,0,0,NA,0
0269770,"Shishmaref city, Alaska",498,31,2,0,451,0,3,38125,198
0275930,"Teller city, Alaska",193,0,3,0,172,0,12,27500,70
0246890,"Manokotak city, Alaska",733,131,0,0,582,0,0,40938,119
0241720,"Kotlik city, Alaska",853,5,0,0,837,0,0,33438,399
0266140,"St. Mary's city, Alaska",747,16,0,0,676,5,2,42500,212
0232150,"Healy CDP, Alaska",968,792,8,37,31,0,0,86838,94
0236990,"Kaktovik city, Alaska",178,7,2,0,154,0,0,63333,14
0203110,"Anchor Point CDP, Alaska",2129,1866,0,0,131,0,23,58636,197
0217190,"Cooper Landing CDP, Alaska",478,442,0,0,36,0,0,69242,33
0218925,"Diamond Ridge CDP, Alaska",1245,1125,0,24,22,0,34,96406,58
0226910,"Fox River CDP, Alaska",517,517,0,0,0,0,0,47500,108
0233580,"Hope CDP, Alaska",70,53,0,0,17,0,0,NA,29
0254480,"Ninilchik CDP, Alaska",836,618,0,6,80,0,58,51071,109
0273070,"Sterling CDP, Alaska",5169,4547,8,114,142,0,24,83889,627
